geo,time,pop1,pop2,pop3,pop4,pop5
civ,1980,1354258142,1655969,1946349,122917,977986
cub,1980,861990034,1357669,743955,31740,365997
cyp,1980,1241268164,1664345,1254460,58799,1938308
cze,1980,710042506,1077282,1573953,85305,1316029
dnk,1980,93584030,863974,1370978,115724,786974
dji,1980,618504926,1235867,1074976,81834,1293412
dom,1980,631312297,1408039,1328421,37127,1100124
ecu,1980,398673201,570652,1382747,61790,349181
egy,1980,446771956,183879,332555,33301,1120023
slv,1980,97580518,1089432,1273804,19042,1010779
gnq,1980,1189630453,9633,460039,20530,1019640
eri,1980,1386919240,446305,1919635,104782,397573
est,1980,876358055,1935071,1890,57701,652230
eth,1980,434036017,1910348,131051,91231,607400
fji,1980,1105579865,111118,605200,33579,1824361
fin,1980,454733296,597796,1711545,68546,1788932
fra,1980,959442189,1572607,295552,66983,1967723
gab,1980,435283749,620722,497209,110573,332275
gmb,1980,1337481740,1300231,1440365,129539,264947
geo,1980,1274831446,258397,1880418,63850,1883889
deu,1980,525113451,1505946,219971,111705,671820
gha,1980,212730993,685611,1967570,113312,853737
grc,1980,314135584,1889980,1574639,117471,1573747
gtm,1980,1124578170,129358,86078,60726,1088458
gin,1980,1154526752,1816136,401949,68791,14451
gnb,1980,271769196,1840555,726143,62184,1137993
guy,1980,502459389,191402,1536074,30350,233441
hti,1980,1332296685,321934,925839,115690,625218
hnd,1980,555052233,977066,197163,65537,1415135
hun,1980,511704105,1172471,798153,53233,1051627
ind,1980,375486788,1509365,616905,67808,38770
idn,1980,580484559,414316,1183628,16624,1213071
irn,1980,235018924,463065,1609396,37058,1660788
irq,1980,1170997001,1922068,561336,109318,1359140
irl,1980,135031854,712556,339570,59715,758802
isr,1980,1354145961,384366,1881739,64760,1286905
ita,1980,34764781,1094090,11234,84073,23436
jam,1980,281566895,1245716,1060974,84593,977458
jpn,1980,1110909362,1068569,246383,33769,700872
jor,1980,595126252,1145266,1409645,25900,836754
kaz,1980,15168104,1605612,1294251,3954,1548036
ken,1980,715808508,1533352,1063567,50810,1680133
kwt,1980,896347193,250934,1663614,94311,1061616
kgz,1980,744402526,1530363,425480,60125,215858
lao,1980,187800627,1783602,1564408,62763,204860
lva,1980,1068500367,1922444,1212285,19985,1876272
lbn,1980,805047645,919333,1227278,25377,124559
lso,1980,136457491,1730714,1140500,43328,254435
lbr,1980,1134416121,279451,601402,91991,317635
lby,1980,112047763,393205,1104836,26227,763635
ltu,1980,1329424359,1187307,140653,19716,295036
lux,1980,833524000,1822844,956562,113721,1447248
mkd,1980,98505081,1159543,190939,84434,123057
mdg,1980,786479914,1834656,747502,85048,591390
mwi,1980,551498532,1840493,1164611,80527,1828561
mys,1980,1264488062,235216,621689,15511,216014
mli,1980,995965424,153940,1498896,80704,1552428
mrt,1980,1157152324,536168,1542952,38444,1438002
mus,1980,595397703,42552,1925226,100682,298979
mex,1980,1032228825,1062884,492591,69027,957454
mda,1980,1192345540,816018,1744071,101911,1432382
mng,1980,360937321,1857455,1140830,54343,872255
mne,1980,481581043,737851,767547,89515,419607
mar,1980,1265654187,512984,331564,49358,1277923
moz,1980,1034254430,312375,263395,59698,276400
mmr,1980,447649328,1027140,1254251,89769,1934224
nam,1980,295679861,383614,76578,102487,685305
npl,1980,521253935,237501,149217,47938,1951324
nld,1980,367974766,1468225,904821,122212,165002
nzl,1980,1045470947,767120,1776298,27963,892588
nic,1980,368078134,1961281,261153,43544,792870
ner,1980,139979773,1371256,1167227,69273,293872
nga,1980,148903737,328882,1598147,49444,167550
prk,1980,16662461,454355,592813,49724,515590
nor,1980,1007609102,155473,1385929,53964,429858
omn,1980,717643354,1179283,1235609,45547,288749
pak,1980,298295481,1957843,1776818,15743,1782879
pan,1980,510920108,1199687,219599,61190,1615270
png,1980,1236189879,1850182,769297,2007,1791612
pry,1980,110740985,787670,1258537,90023,1314330
per,1980,647968094,379085,1127409,68825,254390
phl,1980,430259761,1095785,1397036,4949,1515834
pol,1980,495969957,771845,1992826,61228,704972
prt,1980,175297066,1696067,225811,54596,1438365
qat,1980,1128119412,661115,1098743,97910,477051
rou,1980,935950537,1794340,154417,128159,341231
rus,1980,1354180692,1383236,248766,6745,1866858
rwa,1980,546096070,1111231,1612913,57221,150700
sau,1980,1174590574,1185838,1311896,17171,1159596
sen,1980,937513710,692924,91724,16654,1273347
srb,1980,1183040997,327341,127673,69114,834548
sle,1980,39475414,208080,384951,130011,690815
sgp,1980,1257862373,1047202,1951541,33892,1750437
svk,1980,19761314,1754633,289825,15827,789478
svn,1980,127511906,261710,207011,60386,1206793
slb,1980,1153612958,1870255,1668597,51936,592750
som,1980,827611179,1995089,317863,51271,846478
zaf,1980,14080602,1168303,202209,69773,552017
kor,1980,949745948,55670,1297227,18080,558169
sds,1980,855561499,1388622,753796,40114,757346
esp,1980,758332329,1031833,698127,52689,1670626
lka,1980,911734641,1754637,645100,24574,114918
sdn,1980,1382377330,1415084,444219,83757,1478173
sur,1980,636507425,1525592,1389450,123458,1060536
swz,1980,1169548682,1834682,1457731,93825,380505
swe,1980,1035914857,1001041,142135,102448,108278
che,1980,519177675,1984784,267708,37096,439671
syr,1980,1370447315,1780560,828377,68886,900444
tjk,1980,11770840,957390,298011,95600,1151834
tza,1980,23249238,484319,1647857,78789,1463932
tha,1980,326565851,611087,237222,71346,776426
tls,1980,1222976495,432358,1009345,99758,179780
tgo,1980,909099128,748269,1653348,108052,1884391
tto,1980,1303494038,515495,73754,113896,274108
tun,1980,733888961,948116,1060718,49223,1561195
tur,1980,1094058834,1247268,1824650,122073,1386146
tkm,1980,845737224,1101549,957928,41768,1892439
uga,1980,557754865,1594029,1604236,41795,1322067
ukr,1980,252908462,1802254,313104,113228,413571
are,1980,1046879045,1641182,1364765,51650,1649117
gbr,1980,109453895,1289073,1409810,115988,964944
usa,1980,760288422,393308,1035987,22769,764488
ury,1980,1048942323,1273185,1249563,102174,1461663
uzb,1980,910637062,1256339,1372949,8897,1228045
ven,1980,75319984,50662,1494714,52978,1309283
vnm,1980,528415676,1781126,530630,42178,1206388
pse,1980,224346185,194987,1227710,129709,163367
yem,1980,988915267,115524,1417622,13979,1376271
zmb,1980,437016531,1625269,587396,118962,649566
zwe,1980,1266901843,920671,1947747,86959,1940789
afg,1981,213227405,1865327,955089,64630,781459
alb,1981,1211120109,939290,90624,16223,263471
dza,1981,397625850,1012613,1794044,31978,1576504
ago,1981,999665478,1563982,1054936,63435,1105365
arg,1981,418447560,953872,330485,88699,1104544
arm,1981,1154757284,1954722,1237894,48135,1462011
aus,1981,842250582,226136,274502,122081,1184507
aut,1981,580886395,1329088,673715,86642,919581
aze,1981,1216681473,1966205,938089,26824,569107
bhr,1981,1018689071,1589570,371255,36348,1677691
bgd,1981,424650379,831285,262147,12972,326722
blr,1981,97624,1764125,1710406,48541,1911530
bel,1981,948963361,1801738,1667994,105753,1574787
ben,1981,361400138,165386,364046,129973,89676
btn,1981,876604049,540995,97186,2131,736029
bol,1981,787244023,80862,1849504,2320,201148
bih,1981,863900904,771684,1351140,83437,1949776
bwa,1981,166554427,1407586,778593,93103,1207385
bra,1981,658923117,422540,1222111,94368,552640
bgr,1981,430672619,1774269,1020946,24223,1516072
bfa,1981,876663241,611659,1051658,67737,84664
bdi,1981,1071763650,1209035,1083186,81818,834515
khm,1981,1087283951,270343,403616,84366,664701
cmr,1981,178283600,1755531,524727,66025,687807
can,1981,220743207,1807935,580420,11687,1059731
cpv,1981,484728958,1321990,703500,103683,1679308
caf,1981,315560789,1482554,978352,117984,1838259
tcd,1981,518971943,1448313,1378653,30585,1991993
chl,1981,1256950061,1431140,1716940,129387,1403206
chn,1981,675246771,519978,1797719,118948,1083487
col,1981,701750588,471634,494331,44397,646375
com,1981,1046240537,976647,585742,99863,1617003
cod,1981,1202462575,1324950,1081242,104104,5949
cog,1981,669215171,873745,47500,17881,444943
cri,1981,243866386,1672691,1094987,77850,984775
civ,1981,585111742,1687654,478301,16708,437617
cub,1981,355536935,495191,860448,51292,1131885
cyp,1981,799073108,1128089,1535221,72407,1479843
cze,1981,1071869545,386277,901121,6703,338133
dnk,1981,373437920,1776223,1245268,70449,1000739
dji,1981,317724519,1615785,1111442,114004,1234048
dom,1981,290553308,352973,1638608,13537,1640085
ecu,1981,1040774671,495907,1959296,663,595913
egy,1981,670409894,266506,1973968,11362,1994087
slv,1981,1143250908,1630630,1014691,965,1094998
gnq,1981,510714063,1431406,438525,102091,1814332
eri,1981,1034188200,788987,1605217,17112,511950
est,1981,657610897,212121,240654,93792,561156
eth,1981,137526240,1734812,423356,32780,1041634
fji,1981,68515782,109067,829706,73464,1951706
fin,1981,1319212433,962972,868321,51521,1821224
fra,1981,902217563,1643381,15439,26127,577513
gab,1981,563786406,484023,844309,22620,887480
gmb,1981,572652874,551912,1056361,58707,1673624
geo,1981,374777179,1280432,1143545,19877,1744133
deu,1981,374537007,608308,1510389,104094,1337378
gha,1981,7037962,1281429,1399428,11835,1111674
grc,1981,1266654409,915395,1474587,101811,1474878
gtm,1981,532565512,10948,177177,96175,835989
gin,1981,267356065,636565,1849469,106143,1481972
gnb,1981,497905541,1508361,263296,102633,3295
guy,1981,304044130,443136,1492958,37760,1035602
hti,1981,1193496097,950797,316803,63695,1951404
hnd,1981,186338968,347458,1220524,28156,1387115
hun,1981,455036703,282965,460291,55461,638149
ind,1981,684042565,57514,1207914,2849,914186
idn,1981,472521408,306902,220699,49905,1157772
irn,1981,14601425,638644,1668835,59591,555284
irq,1981,686999417,989798,788820,8310,1463
irl,1981,399634553,1358453,1058616,25610,1322327
isr,1981,527145991,325883,1099314,528,436077
ita,1981,389293208,1578144,1560337,11929,1365987
jam,1981,481770701,1894328,1385026,74312,779769
jpn,1981,770765207,1589041,792498,115069,601945
jor,1981,1303923755,1310885,46039,105944,656727
kaz,1981,560854683,108392,757568,55305,1224524
ken,1981,1133682859,1589910,551205,29260,1252605
kwt,1981,770947467,739702,899327,84529,1087678
kgz,1981,876815981,395736,1694210,16530,1145984
lao,1981,437974965,655199,640204,18865,1203449
lva,1981,480417417,717210,1797229,62570,1620288
lbn,1981,1248644184,960185,94272,40007,460466
lso,1981,200182145,1287470,1890620,99033,326454
lbr,1981,945335583,559693,1404953,59481,1253435
lby,1981,201228002,833317,977888,82511,1424232
ltu,1981,687982054,883860,1194033,35396,236200
lux,1981,79257842,381285,1051516,12326,753652
mkd,1981,1042123250,1380543,1051481,124189,180657
mdg,1981,1102712673,709692,306113,112840,1670317
mwi,1981,1388811095,1700747,29282,103351,1806502
mys,1981,507498943,1982660,1227755,68356,119862
mli,1981,351097854,415898,1532292,89780,799973
mrt,1981,231152736,1413653,1776209,60938,1228008
mus,1981,1241244528,1347059,1391263,48802,1432028
mex,1981,1117221673,259031,1528248,112318,1349723
mda,1981,1324846130,14112,488112,87944,684711
mng,1981,60874877,371655,1385168,61704,370991
mne,1981,949187347,1506336,1638299,61970,1166367
mar,1981,930474211,1228723,709669,13908,1661217
moz,1981,966437324,1887776,1683844,69557,181542
mmr,1981,1058910861,1532127,894299,4367,1427250
nam,1981,1298326619,1437275,1820597,20898,1121470
npl,1981,597316988,142607,1895163,19101,1913449
nld,1981,252819030,1736520,1697552,128011,947925
nzl,1981,1379205358,557863,118910,70373,938397
nic,1981,1215854185,780846,785627,4826,213569
ner,1981,145253488,948733,1979206,18227,14230
nga,1981,187477560,1362670,1929493,129202,1601231
prk,1981,1077852577,561473,358969,100133,1393842
nor,1981,139266531,1136481,625510,12731,952655
omn,1981,1337825859,395552,531951,15694,1494582
pak,1981,442274805,839590,1949343,20337,1343070
pan,1981,1351610507,744823,815421,21342,1754300
png,1981,166598804,1026028,509359,114266,118045
pry,1981,867748116,1125113,1470741,52230,1069431
per,1981,1148496957,554160,551672,34194,680218
phl,1981,1317515079,554279,849571,18395,1099327
pol,1981,1393237592,974604,1361576,3624,439622
prt,1981,879564594,151604,513666,9258,480325
qat,1981,827926852,1770817,164993,95477,540613
rou,1981,634772874,1537073,1064293,10808,156720
rus,1981,1325193064,603845,472487,130116,270550
rwa,1981,301598228,388180,1168446,71341,1363112
sau,1981,366953467,537143,1072921,110614,203382
sen,1981,675220480,1627788,967027,62943,226596
srb,1981,400663387,188321,1173100,117279,1369955
sle,1981,1144036448,89598,1478888,91438,1536204
sgp,1981,1111748978,972620,1002351,128963,424969
svk,1981,86304225,457654,846528,31934,1044072
svn,1981,103885999,1574346,1740688,122225,301589
slb,1981,1067296781,721148,1967548,77710,192712
som,1981,1152740527,723949,1305159,94438,651112
zaf,1981,101291036,1431745,409566,23599,1686582
kor,1981,579196906,1414898,778389,5754,1190661
sds,1981,682974857,329198,1387355,70725,553381
esp,1981,1328167531,227479,1004551,125251,509086
lka,1981,689111318,184041,1217310,119249,1684117
sdn,1981,47781406,1369938,594002,49954,1203063
sur,1981,1099176930,982879,366979,114510,1226635
swz,1981,636202064,1090750,1467198,6944,1971347
swe,1981,116699465,421505,46096,32319,1004541
che,1981,1397400864,1689466,260693,14911,1705759
syr,1981,1085402178,1440256,385291,31060,1550465
tjk,1981,1225462955,1892965,587126,57590,1587163
tza,1981,109915915,982427,1608211,62834,1734721
tha,1981,674671583,1555916,1706477,48892,614053
tls,1981,675495723,991722,1916025,127507,1366329
tgo,1981,922715701,300713,1197543,33243,1189424
tto,1981,161042460,1322484,1496942,122067,1621804
tun,1981,1344966058,1394123,1325332,15917,730006
tur,1981,929025887,1187000,404679,69626,1342542
tkm,1981,463604957,1887257,3545,64177,1372459
uga,1981,793576086,1322053,1941817,82294,909387
ukr,1981,1025576080,1804662,675028,93888,1449364
are,1981,373320529,1297842,1559822,40647,989325
gbr,1981,1236075515,329759,202953,50755,1826042
usa,1981,975738268,1068146,385482,18047,823949
ury,1981,1243163839,1422685,1243025,18005,1352440
uzb,1981,783099240,69074,595844,121205,1351470
ven,1981,1201666394,617957,56537,82388,593149
vnm,1981,783998966,1278580,1847670,59201,748546
pse,1981,393854337,1001893,1500536,103414,61462
yem,1981,919973332,557977,166592,8347,1865620
zmb,1981,336752532,721024,1445967,28508,153629
zwe,1981,762289833,585956,1466725,104089,1652235
afg,1982,1273320069,1052209,1411912,12746,1075470
alb,1982,1319910202,1121034,926060,123902,1286781
dza,1982,1060577475,1336824,1949668,38067,1598363
ago,1982,510979681,821197,1715138,59753,1737654
arg,1982,339350057,160744,1035158,79882,556982
arm,1982,1217346104,1709831,140007,47996,678194
aus,1982,405282687,1323778,1573073,78607,139486
aut,1982,779099866,1450780,94073,91414,458338
aze,1982,1029811010,93141,120495,126800,1785464
bhr,1982,34079006,1388372,1407758,29231,1684386
bgd,1982,490670812,522219,432473,58688,1923218
blr,1982,684777527,1375854,1031390,63510,289412
bel,1982,540007149,1741818,284994,8552,1893998
ben,1982,766034378,659579,514498,87136,1729467
btn,1982,416507215,381942,1454095,44091,1036262
bol,1982,1009933099,1084252,837097,22936,1551457
bih,1982,1092390773,1748036,265147,108051,939677
bwa,1982,923841227,1737076,2499,129055,1797997
bra,1982,876089988,1633772,345986,54549,645991
bgr,1982,202124001,85124,1687120,51574,548358
bfa,1982,252708036,10027,1336274,97295,1672487
bdi,1982,1057220540,1893663,1345988,124258,1780445
khm,1982,408503540,1278290,121649,59421,166206
cmr,1982,680719674,932887,773345,90000,487270
can,1982,80581096,1025457,1879772,96564,52025
cpv,1982,680196019,1517510,1630226,76690,1467741
caf,1982,114436646,1170441,1277508,22656,1045930
tcd,1982,87589110,89645,173370,116715,719263
chl,1982,1027290494,363443,1762868,61923,1817551
chn,1982,291044208,1341555,78542,99662,595499
col,1982,93073662,1279530,859540,54340,236167
com,1982,1145798415,1500557,321182,93243,115202
cod,1982,901755019,899471,237152,97833,488552
cog,1982,1098939311,649518,1180996,23637,496960
cri,1982,813698949,382068,1842896,72159,1302039
civ,1982,81902778,1826787,593750,122010,1755839
cub,1982,776912504,463738,93505,34832,1557404
cyp,1982,247021369,1957075,1815224,114582,1705779
cze,1982,1384690529,84627,678167,119919,1461059
dnk,1982,156852434,99270,1859973,85410,393453
dji,1982,1320481616,1429704,1532784,74353,531569
dom,1982,1226725149,510092,1339535,84798,492840
ecu,1982,99638357,448749,18697,112915,780792
egy,1982,1168329123,1970748,8340,72733,508366
slv,1982,962920165,112109,950725,49521,1177677
gnq,1982,1123854782,1058898,1477215,101663,1652036
eri,1982,1333557570,1618665,492613,115348,589008
est,1982,994914117,933213,1032629,75373,1023037
eth,1982,80832640,1866599,323559,67150,817966
fji,1982,481349039,588582,1312521,117535,1903041
fin,1982,437884817,635717,303278,120519,323771
fra,1982,649103490,1658221,931397,106879,113303
gab,1982,540797297,325665,1201233,129595,1812402
gmb,1982,324513664,1174070,1721291,71814,795055
geo,1982,330299701,12927,343702,36640,201862
deu,1982,535421195,380797,310853,5180,1900110
gha,1982,426589407,1639248,1985892,38857,1552249
grc,1982,89381618,1073223,1159585,102098,1688321
gtm,1982,665044546,601513,1828346,76268,744017
gin,1982,1082448996,216716,614687,128343,1773161
gnb,1982,926290818,98959,589997,52304,1456825
guy,1982,294688140,598719,377209,66574,1115072
hti,1982,1360253938,1970933,1430691,91364,332173
hnd,1982,108743959,1961890,1310814,62586,503509
hun,1982,466267975,1359290,141653,48987,944847
ind,1982,916203723,658291,1153104,43945,1686383
idn,1982,1098166424,908211,1802629,111767,400176
irn,1982,477366881,749637,17862,49697,548196
irq,1982,1095294173,1308405,793490,99891,1481992
irl,1982,479130604,1336031,1219242,83695,407204
isr,1982,574355149,472174,1923562,101126,653965
ita,1982,24223406,1997286,148505,119900,294558
jam,1982,488682637,273468,1045236,119716,683350
jpn,1982,790361434,1482752,513355,60912,1626501
jor,1982,685407486,22540,144203,43270,1804867
kaz,1982,248025019,235517,1793292,57964,761215
ken,1982,1386810259,1028362,1934252,57691,402809
kwt,1982,285383071,1170420,1345593,29939,189627
kgz,1982,783600995,570766,1766650,10320,1171227
lao,1982,1241575077,253589,316481,78589,770278
lva,1982,1183688980,916516,74530,117340,908387
lbn,1982,849147130,191980,269460,120690,272066
lso,1982,1200617465,434579,1708692,74609,1959525
lbr,1982,453109483,254269,270689,11702,1434558
lby,1982,1205159431,1537677,444462,115954,1215793
ltu,1982,274730193,1130904,1187589,61734,680626
lux,1982,874815443,1863370,1529154,58808,245493
mkd,1982,207337551,39524,5885,91716,1196201
mdg,1982,195068741,1657167,1232870,41969,291534
mwi,1982,809693175,44672,488262,9732,1751048
mys,1982,754289643,1913477,1138700,118061,1631206
mli,1982,1161792065,1567693,594884,28457,1975128
mrt,1982,985123734,1917047,475435,123638,993969
mus,1982,1009335387,1458326,482415,95911,196307
mex,1982,1069077347,976547,921909,1677,1264649
mda,1982,487363625,1969784,1892379,3730,700610
mng,1982,182115844,1584469,910894,57490,1795045
mne,1982,596932416,292749,1521714,26051,1249223
mar,1982,832086327,726504,1462211,72066,986431
moz,1982,1037185568,628830,1071261,68686,1203391
mmr,1982,1249316463,131025,806397,71077,1095033
nam,1982,1111592999,946081,1848783,58069,889667
npl,1982,784559000,1860111,1824924,69403,724367
nld,1982,274244866,725647,1625865,115250,1580246
nzl,1982,263190532,102773,31813,92898,1561455
nic,1982,538368587,1715270,1130859,28964,324720
ner,1982,1275140280,82113,907409,58093,1318958
nga,1982,1085813356,1927737,1692220,28235,1266908
prk,1982,53265245,11407,350979,83424,1767358
nor,1982,824260566,771918,1238886,16605,1652009
omn,1982,687810927,486199,486713,119133,579180
pak,1982,1312482788,921263,561203,76190,642442
pan,1982,1186123381,452719,945669,18674,1754457
png,1982,710357341,1390733,1173681,47766,1721611
pry,1982,777466306,953024,859364,90941,1393911
per,1982,892369080,448669,661523,1845,592085
phl,1982,879778865,1770599,282118,111846,282121
pol,1982,1190668383,1131213,1128905,38565,1339081
prt,1982,670043688,993692,160968,106777,900821
qat,1982,609795857,1747346,1247031,92259,1780096
rou,1982,1228171307,220612,1493982,96129,1819606
rus,1982,1347425479,1578752,1094928,3653,729990
rwa,1982,892209858,1802374,798325,22133,1693327
sau,1982,42906631,1671160,1132569,108002,1798009
sen,1982,812888755,1554228,533262,35317,303701
srb,1982,1140727301,1356909,913786,116842,615157
sle,1982,932260397,1359785,1807269,39512,1526180
sgp,1982,1329551108,745803,651350,26947,1063304
svk,1982,1904282,1369550,1883952,128652,1120099
svn,1982,154956508,931217,1893304,32320,77232
slb,1982,919206331,487062,193005,67049,899166
som,1982,411427193,1430286,1766019,44707,551655
zaf,1982,390256365,704519,1779865,107738,1811319
kor,1982,596521833,1701987,577264,46316,1914854
sds,1982,90784867,1979093,1816964,7312,1791352
esp,1982,813504826,1724132,1515921,55043,1826456
lka,1982,853584149,1881030,398731,34020,1564589
sdn,1982,1367971642,1964738,231298,47695,1941181
sur,1982,969923866,862410,1279980,93090,1443656
swz,1982,174845200,191430,1963223,121021,1871484
swe,1982,22937450,877881,1630172,28852,678047
che,1982,1196043877,1211174,168019,33799,1043734
syr,1982,15604726,816271,1736534,118880,106420
tjk,1982,556962749,463078,1737646,117375,852104
tza,1982,637612762,1791058,367271,101628,1862534
tha,1982,391177304,1048867,276952,46758,744195
tls,1982,535952965,473185,868295,42645,347740
tgo,1982,242674481,417305,1698539,94010,308883
tto,1982,477040691,359468,491846,96348,1439080
tun,1982,431623616,1115561,753280,68964,1185419
tur,1982,931989773,827011,393561,92911,1008190
tkm,1982,821757579,757812,1604623,107852,1548393
uga,1982,112029059,178723,1956736,106406,1121379
ukr,1982,1083002824,820794,693572,108046,1943835
are,1982,111873301,385459,1462231,102131,1252708
gbr,1982,760827650,414720,504865,104862,866651
usa,1982,598597212,1530428,1482697,98440,1476032
ury,1982,1355872000,1753796,1765529,120619,613893
uzb,1982,1348749086,1816748,1632270,40669,1143651
ven,1982,1253233996,721539,1291052,81988,292539
vnm,1982,1211525206,1398287,1112265,48736,394211
pse,1982,1169190133,168867,257635,96396,757318
yem,1982,536968141,686308,922616,86347,1899474
zmb,1982,872893044,14911,806942,71420,1568220
zwe,1982,332344843,1205037,1736818,62151,1939772
afg,1983,1257074905,762488,1098132,24805,928362
alb,1983,52772719,1091122,1926556,24558,11050
dza,1983,1219388946,534144,763004,15005,55259
ago,1983,1212764163,1675684,130402,69541,1287232
arg,1983,1152644280,798542,196121,129901,1409907
arm,1983,1154527656,1905748,213255,74590,523746
aus,1983,306607115,1505984,690571,78248,959182
aut,1983,1070167538,1629310,449088,37175,238492
aze,1983,1361109054,32421,1091193,67235,1010822
bhr,1983,715036156,1308254,1853776,29158,1175761
bgd,1983,660808225,1486714,955957,32688,980716
blr,1983,332513353,1502407,1456119,116707,846346
bel,1983,1058809602,929250,563870,109833,348268
ben,1983,80441326,1083158,391534,45244,733301
btn,1983,1175243423,635383,462865,116603,1571705
bol,1983,168294605,1029276,178330,62021,1258129
bih,1983,123291625,1978152,542849,114590,1581608
bwa,1983,636741958,1688567,1228284,65473,1857915
bra,1983,1148898967,811672,1983142,11618,490835
bgr,1983,716576796,1313906,1019230,29796,1947995
bfa,1983,1164969230,745522,1009322,105434,1609844
bdi,1983,876500160,176631,1783566,64071,1755780
khm,1983,1222228366,1187762,462681,39132,640565
cmr,1983,672933296,81377,1283999,17303,514229
can,1983,144352797,1611351,183469,52083,1444581
cpv,1983,562312956,805757,1565840,58656,1316864
caf,1983,753116698,1121803,641461,119700,109579
tcd,1983,556170900,1830977,1738040,93378,987936
chl,1983,628494603,271013,489143,118754,69134
chn,1983,1335081018,770328,444679,95777,823399
col,1983,50210533,144137,1559611,62255,1445696
com,1983,1035941264,413324,962658,57597,1364815
cod,1983,795118899,1470535,1456178,58623,363910
cog,1983,1377964040,51449,512421,81313,475225
cri,1983,1264905009,1010828,1238269,75993,1066458
civ,1983,1155574119,1134734,1244400,83906,1524863
cub,1983,77644860,917027,556326,126577,1450442
cyp,1983,133868211,67383,1108973,9927,573603
cze,1983,949895027,1965191,429454,6376,194741
dnk,1983,492209201,257503,1396890,104769,905944
dji,1983,383142544,1106608,1343185,25261,1255676
dom,1983,594275252,994055,264916,64408,132470
ecu,1983,555180492,185563,1046352,123019,1167090
egy,1983,291922681,23726,1735720,35845,973262
slv,1983,295760159,346262,1515823,51330,1909929
gnq,1983,258962185,1780441,155045,109098,1346988
eri,1983,1183373599,712607,1872415,65341,1232746
est,1983,159239942,492159,1017486,28817,1027179
eth,1983,1229114594,547182,882433,56393,1407910
fji,1983,760836231,1015652,1145849,3611,1033580
fin,1983,527627557,1071288,1644701,125976,786651
fra,1983,555391340,1944454,1071889,73720,1955812
gab,1983,427339574,1172438,206904,61902,1807230
gmb,1983,1351535502,643662,213235,51717,288062
geo,1983,1138674696,1818339,1103913,4643,998696
deu,1983,956792809,203950,910248,51282,357541
gha,1983,972062773,185635,327704,120043,495154
grc,1983,81973010,1274734,1304434,14490,1217825
gtm,1983,923728761,1026405,1502696,77403,1627715
gin,1983,949056126,510865,1170117,117155,794965
gnb,1983,695387731,212168,1370995,10158,1891434
guy,1983,181184510,1380003,670882,96584,1849072
hti,1983,430170041,1309845,737984,112688,851856
hnd,1983,300704499,1129060,1181423,19786,102904
hun,1983,168773907,887998,269660,90786,1732975
ind,1983,518097983,555417,1164107,127283,142487
idn,1983,1379895129,735658,974716,81043,764027
irn,1983,968611799,517687,90988,53548,962800
irq,1983,857691045,1266218,29731,82935,496454
irl,1983,1355749606,134801,1439461,61005,1536480
isr,1983,333533421,424450,224291,39195,1861166
ita,1983,837795892,1789066,1642276,99218,118422
jam,1983,297154622,355025,1561271,73422,445094
jpn,1983,962421424,710926,1113780,28632,1192812
jor,1983,76426136,480866,654844,124313,1201871
kaz,1983,98683840,1552309,1116978,43579,1069132
ken,1983,409343575,1385857,1830122,19061,742364
kwt,1983,831600397,1759270,1375639,87757,513288
kgz,1983,1245299393,1100849,291179,75099,1303287
lao,1983,695209395,1892718,1914722,15211,371758
lva,1983,768437431,691666,1160832,115066,1589350
lbn,1983,387942932,767919,13227,469,1403847
lso,1983,85557200,1212900,1511612,4936,1644236
lbr,1983,903017800,227003,470497,70978,1118991
lby,1983,938711796,1909878,1409737,18498,253186
ltu,1983,455363351,331519,1677912,29414,1063274
lux,1983,1018961115,976768,805466,38991,1143165
mkd,1983,602549620,772341,957626,63330,1522926
mdg,1983,233249164,822362,795134,98425,1380801
mwi,1983,1062879014,1588994,1793575,18717,1701475
mys,1983,656991523,371996,1756744,56411,112874
mli,1983,524307015,1821518,854555,99639,677750
mrt,1983,695419723,737144,26817,9871,657745
mus,1983,554037210,219059,785427,913,532220
mex,1983,803634154,1739825,142891,112014,1643361
mda,1983,1104277466,383448,1052776,104743,1560572
mng,1983,453687174,1199530,850923,64961,1879556
mne,1983,1098258430,1192648,1636911,115165,1604491
mar,1983,803526934,1250585,1934869,6661,358119
moz,1983,1254784973,653160,1603136,19848,1507551
mmr,1983,1154933159,528269,1668958,72581,32503
nam,1983,1382007000,1912100,294577,83228,1102171
npl,1983,90762255,1194859,1386261,81520,714219
nld,1983,913311918,753903,262200,84064,1862810
nzl,1983,1051596185,1285394,309710,110433,687013
nic,1983,4890532,1335333,204416,118838,1968608
ner,1983,711232698,314019,247706,18718,1828099
nga,1983,433231950,1047594,872488,78909,706599
prk,1983,1317115226,1966336,1208699,69869,1599765
nor,1983,362744125,746511,1092163,70084,1793213
omn,1983,1013542476,1537770,41061,51778,1527134
pak,1983,867343371,922690,593334,24413,931019
pan,1983,412331324,1418019,1592002,63517,118673
png,1983,512776775,1251035,183775,18025,633572
pry,1983,818623576,1236785,1884128,47481,176079
per,1983,1119370594,1673619,173148,21692,1721227
phl,1983,1224580862,519371,863582,15182,1713962
pol,1983,700932532,899159,580684,61439,1979559
prt,1983,285408104,167727,714981,61675,1819419
qat,1983,301857816,1511818,1199386,56266,1249185
rou,1983,532450143,1159793,824966,64206,1408564
